rest,scr,id
10.65,R2 U' R2 L' F R B2 U' F U2 F2 U F2 R2 L2 D L2 U' ,1042
10.65,D2 F' L2 R2 B F2 L2 D2 F2 D2 B' R B2 U' B' D U2 L' U' ,1043
10.66,B2 R2 U' D L' D2 R2 B D F2 U2 F2 R' B2 R L2 B2 U2 L2 ,1044
10.66,R2 B2 L2 U' L2 D B2 R2 D2 B2 F2 L F L U L' R' B2 D' ,1045
10.66,U' B2 D' L2 F2 L2 R2 D B2 U2 B2 L' D' F D B' D F2 U' B2 ,1046
10.66,L2 B2 R2 U2 F' R2 U2 L2 B U' B2 L' D' L2 D' F' L' B' D2 F' ,1047
10.66,U2 R2 D U B2 U F2 U2 F2 U' F' D U2 L' R2 U2 L2 R U F ,1048
10.66,L' F2 U' F U R B' L' D B' R2 U2 D2 F2 L2 D2 B2 L2 U ,1049
10.66,D2 F2 D2 B2 F2 L2 R' U2 L' B2 L' F' U' R' F2 R B' R D' ,1050
10.66,B D2 B2 D2 F2 L2 R2 U2 L2 F D' L' D F U2 R2 B L' B' F' ,1051
10.66,B2 U2 F2 U2 L D2 R' D2 R B2 R2 D L F2 L' B F2 U2 L' B2 ,1052
10.66,B2 F2 U2 F2 U B2 D L2 D' R' F U B2 R' B R B' F' D' R' ,1053
10.66,U2 F R' D2 L2 U L' F' U2 R L U' F2 R2 U2 D F2 D2 L2 ,1054
10.66,R2 D' F2 U' L2 U F2 D' L2 U B' L U2 L U' R D2 L' B' U2 ,1055
10.66,U2 F2 R U2 R B2 R2 D2 L' D2 L' F R D R' F2 L' D' B' D2 ,1056
10.66,F2 L D2 R2 B2 D2 U2 L2 R' D' L B' R' F' D B' R B2 L2 U2 ,1057
10.66,R2 F2 D2 B D2 B L2 D2 U F R D' L' U R U' F U L2 ,1058
10.66,B2 L2 U2 L B2 L' D2 B2 F R B' F' U2 R' U R F2 U R' ,1059
10.66,U' R2 B2 R' D2 F R' U B2 R' B' L2 U2 B2 R2 F2 L2 U R2 D' ,1060
10.66,L2 B2 R2 B U2 R2 U2 L2 B R2 U' R' U' R2 F2 U B U' B2 ,1061
10.66,B2 F2 R2 B2 R2 D' F2 U' F2 R F L' U2 L2 D L F D2 B' ,1062
10.66,B2 R' D2 R2 D2 R' D2 B2 L' D U F' L U B' F L D U2 L ,1063
10.66,L D2 F2 D2 L B2 R F2 R2 D2 R' D' F2 R' U' F L D L' R U ,1064
10.66,L2 D' B2 D2 L2 B2 R2 D' R2 B' D' F D' U R' B' L2 B' D' R2 ,1065
10.67,U2 B' D2 R2 F D2 F L2 F U' L2 B' L B D L' B' U' R ,1066
10.67,D2 U' R2 D R2 B2 R2 U2 R U L2 B' D F2 U R' F R2 D ,1067
10.67,R2 D' F2 U B2 D2 F2 R2 D' F2 R F' L2 U R2 D B F' D2 L2 ,1068
10.67,U2 B U2 L2 B' F2 D2 R2 F2 U' B' F R B U2 F L' D' R2 ,1069
10.67,R D' R2 U R' U2 R2 F R' B2 L' B2 L2 D2 R' D2 R F2 ,1070
10.67,F' D2 U2 F' D2 F' U2 F' L2 U2 F' U' B L B' U2 L' U R2 F2 ,1071
10.68,L2 D2 R2 B2 D' B2 D2 B2 D' F2 U' B' D2 L B F2 U' L B' R' D' ,1072
10.68,L2 R2 U2 F R2 B' U2 B' L' B' F2 R' B U' B' U' R B' F' ,1073
10.68,F' L2 B2 U' L' F2 D R U2 L B R2 B' D2 R2 F2 D2 F R2 U2 F2 ,1074
10.68,D2 R2 D' F2 L2 F2 D' U' F2 R D' L' D2 B' L2 D R B' U' R ,1075
10.68,R2 D2 L2 R' D2 U2 B2 L R2 D' F2 L2 B R D R2 U2 F' D' ,1076
10.68,F2 R2 L' F' B2 U' D2 F B R' D2 L U2 L2 F2 R B2 L' F2 ,1077
10.68,F D2 F L2 D2 F2 D2 B L2 F' R F2 U' F D' F2 R' U' B' D' ,1078
10.68,F' D' F2 L' U2 F' U' B R' F2 D' F2 B2 L2 U F2 D2 B2 L2 ,1079
10.68,D' F2 D B2 U2 R2 F2 R B2 F' L2 B' D' B' R' B2 L F' ,1080
10.68,L B2 U2 L R2 D2 R F2 U2 F2 R B' R2 U' L B' D' B D' B' L ,1081
10.68,F2 D2 R2 B2 L2 D R2 F2 R D U B' L R' D B' L2 U' L' ,1082
10.68,F L2 U2 L2 D2 U2 B2 L2 F' D' L' R D2 F L' R F U2 R' B ,1083
10.68,R D2 F' R D' F' R' D2 B2 U' F' R2 U2 L2 F2 R2 U' L2 U2 B2 ,1084
10.68,D2 U' F2 U' R2 U' R2 D2 U' F D R' F2 U' F D2 U2 B D' R ,1085
10.68,B2 L2 F' U2 B' U2 L2 D2 U2 F' R2 U F2 L' U' R' D2 B R D ,1086
10.68,"R++ D++ R++ D-- R++ D++ R++ D-- R++ D-- U'
R-- D++ R-- D++ R-- D-- R++ D++ R++ D-- U'
R++ D-- R++ D-- R++ D-- R++ D-- R-- D-- U'
R++ D-- R-- D-- R-- D-- R-- D-- R++ D++ U 
R-- D++ R++ D-- R-- D-- R-- D-- R++ D-- U'
R-- D++ R-- D-- R-- D-- R-- D-- R++ D++ U 
R++ D-- R-- D++ R-- D++ R++ D++ R-- D-- U'",1087
10.68,R D' L2 F2 L' F R B' U L' D2 R B2 L' U2 F2 U2 D2 R2 ,1088
10.68,R2 D2 R F2 U2 F2 D2 R2 F2 D' B L D' L' D' F2 R F2 L ,1089
10.68,D R2 U R2 U' L2 D U B' R' U' L2 R U L' D' R D' L ,1090
10.68,R2 F U' F2 D' F R2 U2 F' U R2 L' B2 D2 R2 U2 R U2 R' ,1091
10.68,D2 B2 D2 B' U2 B' U2 F2 L2 B2 R F2 R' B U L2 F' R' D U ,1092
10.68,F D F2 D' F2 R2 L D2 B U' L' F2 R2 U2 D2 R U2 R2 D2 L' ,1093
10.69,D' L2 R2 D B2 D L2 B2 U' F2 U2 L B' U L' D' B' U F L2 B' ,1094
10.69,U2 B D2 B' D2 F' R2 D2 B2 U' R B' F' D L2 B2 L2 U R' F ,1095
10.69,R' U2 B' D R2 F2 B L2 F D L' F2 B2 L2 D2 R2 D F2 D' ,1096
10.69,D2 F R2 L' D L2 F2 D B' D R2 U2 R2 D2 R' F2 R2 L ,1097
10.69,D B2 D2 L2 U2 R2 B2 U' F2 R B2 L' B2 U' L' F D U' B' L ,1098
10.69,U L2 D B2 R2 B2 D2 F2 U B2 U' B' D2 R D B2 F' L B L' R ,1099
10.69,B2 F2 L' D2 L' F2 D2 B2 U' R' D F' L F' D' B' D U' L2 ,1100
10.69,L2 F' R2 F' D2 B2 R2 F R2 U2 F2 D U R' U2 B D2 U2 L' D2 L2 ,1101
10.69,B2 D' L F' U2 D2 B L2 D R F D' B2 U L2 B2 L2 F2 U2 B2 ,1102
10.7,L2 B R2 D' R D' L' B' U2 R F2 U R2 D2 B2 D2 B2 D B2 U' ,1103
10.7,D L2 U' F2 U2 L D L2 F' R L2 U' R2 F2 U D2 L2 D' R2 U ,1104
10.7,U B2 F2 D2 U' B2 U' B2 L' B2 F U R D2 B2 R F2 R2 B' ,1105
10.7,R2 F2 U2 L2 D B2 R2 B2 L' D U B2 R U' B R2 F2 U2 L ,1106
10.7,B2 U2 F' D' B R L U L' D F' R2 U2 L2 B' U2 D2 R2 F2 L2 B' ,1107
10.7,U' D' L' D' B2 U' F' D2 L F' U B2 R2 U2 F2 D2 F2 U' F2 L2 ,1108
10.7,D2 B2 F' D2 B U2 L2 F2 D B' R D L2 B2 L' B D2 R U ,1109
10.71,D2 F' U2 F U2 R2 F D2 F' U2 R' B D' B2 R' B2 L2 U B ,1110
10.71,F U' R L F R B' U2 L D' R' F2 B2 U2 F2 L' B2 D2 R2 F2 ,1111
10.71,F L2 R2 B F L2 R2 U2 F2 L' D' B' D' F U2 L' U' B2 R F' ,1112
10.71,D' L2 B R D' L2 B2 U R F R' F2 L U2 R' U2 L D2 B2 L ,1113
10.71,U2 L B2 F2 U2 R D2 B2 F2 L2 D' L F' L2 R2 U B' L2 U' B2 ,1114
10.71,D2 B2 R2 D2 L2 D2 B2 U' R2 D L B' F2 U' L' D2 L' B R2 F' D' ,1115
10.71,B F D2 B' R2 F' D2 F' U' R D F R' B2 F2 R2 B2 D' R' ,1116
10.71,R F2 L2 U2 B2 L' U2 B2 R B2 F L' B R' F D R2 B' U2 R U' ,1117
10.71,R D2 L2 R' U2 B2 R' U2 F2 L' U' L2 F D' R' F2 U B2 R2 F' ,1118
10.71,R' B2 L2 F2 U2 L U2 R B' D L2 D L' U L' D' B' F2 ,1119
10.71,B' L2 F' R2 D2 F L2 U2 B' F2 R U2 F U L' F D' R B' D U2 ,1120
10.71,R' D2 U2 L R2 F2 L F2 R' U' R' U' B D' B2 L U2 L2 U2 L2 ,1121
10.71,U2 L' F' L D2 B2 R U2 F' R2 U' L2 U B2 U L2 B2 D' L2 ,1122
10.71,L B2 R' B2 L2 D2 B2 R' U2 R2 B L' F2 D' R2 D F' U2 L' ,1123
10.71,F2 R' D2 R B2 D2 L' D2 R B2 D F2 L' F' L' D L2 B2 ,1124
10.71,B2 R2 U F2 D2 U' L2 U2 L2 U' L2 R' F U F U' F2 R2 U2 R2 B ,1125
10.71,B2 L2 D U2 B2 F2 L2 B2 D' U' R2 F D' U F L' F D' R' U' F2 ,1126
10.71,B D2 R2 F2 U' D R' B D2 L' F U2 D2 R2 B R2 D2 R2 ,1127
10.71,B2 D2 B2 F2 L' U2 L' F2 U' B2 L B2 U' B U2 F' L' D B2 ,1128
10.71,L' U2 F2 R U2 L' R2 U2 R U F2 U2 F R D R U2 B L2 ,1129
10.71,D2 B2 L2 D2 F2 L2 U' B2 D F2 U2 F L2 D' L B2 R' F U' L U' ,1130
10.72,R2 F' U2 L2 B' D2 F L2 F' R2 F2 D L' B' D' B2 L' F D2 L ,1131
10.72,R2 F R U F2 U2 F' U2 R2 F' B2 U' F2 D2 B2 L2 B2 D' ,1132
10.72,B2 F2 R U2 R2 D2 R' U2 B' U' F' D2 B' F' U' F2 U2 R ,1133
10.72,D2 B2 F2 U L2 U2 B2 L2 D' B' L' U F L2 U L2 D' F2 D' L2 ,1134
10.72,B2 F' D2 F R2 B L2 U2 L D' U' B L' B2 L' D F' D' ,1135
10.72,L2 B R2 B F R2 F2 D' F U' F2 D R' U F' U2 B' D' ,1136
10.72,L D2 L U2 L' U2 F2 R' B2 U2 B2 U' B' U' R2 B2 F' L' B2 ,1137
10.72,B U' F2 R' F L D' F' R D R' D2 L2 B2 U2 L B2 L' F2 R' ,1138
10.72,L F2 U2 L2 U2 L B2 D2 B2 F2 U' B D' L D2 R' B D' R2 U ,1139
10.72,R' L' U F' L2 F' D2 F2 U' R D2 L2 D B2 U2 L2 B2 D B2 R2 ,1140
10.72,R' B D B2 U2 R' U F2 D F B2 R' U2 F2 U2 L2 B2 R2 U2 L ,1141
10.72,R2 F2 L2 B R2 B U2 R2 F' L2 F U L' U' F' D' R' B2 D2 U' ,1142
10.72,L2 F R2 U2 B2 F' U2 B' L' B' R' U2 L' B' R U' B L F2 ,1143
10.72,U' B2 D2 L2 D R2 D' F2 D2 L' F2 D' U L' F D2 B' R2 U2 ,1144
10.72,L2 B2 L' U2 R U2 B2 F2 U L F2 R' B L' D' U' F' L' B ,1145
10.72,F2 R2 F2 R2 D F2 D U2 B2 L2 R' B R2 D U' B R F U2 B' ,1146
10.73,R' L B' U F2 D L F B R' L2 B' R2 F R2 D2 B D2 F U2 B2 ,1147
10.73,F2 B L F' B R D' F B2 D' R2 U2 L2 U2 F U2 F' U2 F ,1148
10.73,L2 B2 D' L2 U B2 D L2 F2 U2 F' R' F' L B U' F L' D2 L U' ,1149
10.73,D2 B D R2 L B L D B' U R2 B U2 R2 B L2 F R2 F2 L2 ,1150
10.73,F2 U2 R2 D2 B' U2 F L2 R2 F D R B U R' B U2 F L' F2 ,1151
10.73,B' U2 F R2 D2 B' D2 B L2 D2 L2 U' R' U L' F L D' F' U' ,1152
10.73,R2 B' L' U2 D F R U' R D' R2 F2 D2 B2 U' D2 B2 L2 U L2 ,1153
10.73,F2 L2 F2 L R2 B2 L' U2 B2 R' B D2 R' U R D' B F' D2 U' ,1154
10.73,F' L2 F' R2 U2 B' U' B L' U F2 D2 B2 L' U2 L2 B2 R ,1155
10.73,U L2 R2 U' B2 U F2 R2 F2 R' F D' B2 L D U B D' B' D2 ,1156
10.73,F' L2 B2 F' U2 F' L2 F' L2 R2 B U' B2 R' D' L' B D' R B2 D ,1157
10.73,R L' D' F2 R B R2 F L U L F2 L D2 R' D2 L F2 R2 F2 ,1158
10.73,B2 U B2 F2 U2 L2 F2 D F D2 F' R D' R2 D2 R2 F R' D ,1159
10.73,L' F' L2 D2 R' U F L B U' R' U2 R2 U2 D2 F2 D2 R F2 R ,1160
10.73,B2 D' F L F' B' R2 F L D R' D2 F2 R L U2 F2 L F2 ,1161
10.73,B2 F2 U B2 D2 R2 B2 D' B2 L2 B2 L B L2 F' L2 D U2 B' R' ,1162
10.73,F' L2 B D2 B2 R2 F D2 U2 R2 U' R' B U B2 L F2 D2 R' F2 ,1163
10.73,L' U2 B U R D2 F2 R F' D' F2 U' L2 B2 L2 B2 U D2 F2 U2 ,1164
10.73,B2 R2 D' B2 U' F2 L2 U' B R D B U2 L2 D2 L' D' B D ,1165
10.73,R' B L U' B' R' D2 B2 R' F2 D2 B2 U2 L2 B L2 F D2 B' R2 ,1166
10.73,U2 B R2 B2 F U2 R2 D2 L2 B2 R F D' B' U2 R' F' U2 R2 U' F ,1167
10.73,R2 U F2 D R2 U B2 D2 B' D B2 R' D2 B2 L B2 D L R ,1168
10.74,D' R2 D2 L2 D2 B2 D' B2 U' R2 U2 B U2 F2 L' B2 R F2 U' R D2 ,1169
10.74,L2 B2 U B2 D2 R2 U B2 F2 R2 D' R U F D' U2 L D2 R2 U ,1170
10.74,R2 L' D R L B2 R2 F' L D' B2 U' R2 U2 L2 U B2 U F2 ,1171
10.74,L2 D' F2 R' D' L U D B' D' F U2 D2 B R2 D2 R2 B' L2 F2 ,1172
10.74,D' R2 B2 L2 R2 D L2 F2 D R B D2 B' F' U' F2 D F' L U' ,1173
10.74,R L2 F2 R2 F' B' L2 F R2 U' F2 D2 R' B2 D2 L2 B2 L U2 ,1174
10.74,B2 D2 L2 D B2 D2 F2 R2 U' R' D2 F L' B L' U' L2 B2 R' U2 ,1175
10.74,D2 R' F D R D' F2 L B2 D' R2 F2 R D2 L' F2 U2 D2 L' D2 ,1176
10.74,U2 B' L2 B F R2 U2 R2 B' D' L' D U2 R2 F D F' L D ,1177
10.74,F2 D L2 B2 D R2 F2 D' U B2 L' B D' L2 F D' B D U2 R2 ,1178
10.74,F U2 D2 B R U B2 R2 U R L2 B U2 L2 B U2 L2 B' D2 ,1179
10.74,R B' U' F' U2 R' D F B2 D' R B2 D2 R2 B2 D2 R' D2 B2 L ,1180
10.74,R D2 B2 L U2 R D2 F2 L B D' L2 U R F' D L U R U2 ,1181
10.74,U2 R2 F2 U2 B R2 B' R2 B D2 F2 L F' R' U R D U' L R' ,1182
10.74,R L2 U B' U' D' F U2 D2 R L2 U2 R2 D2 F U2 D2 R2 F' ,1183
10.74,D2 L2 U B2 F2 D2 R2 U' B2 U B' R U2 R D2 L' D L2 B2 L' ,1184
10.74,L2 U' F U D' B' R' L' D' F' D F2 U D' R2 D F2 D' F2 R2 F2 ,1185
10.74,B' R F U' F2 R D L' D2 R L2 D2 F2 U' D2 B2 R2 D2 R2 ,1186
10.74,L' U2 D' B D' L F2 B2 L' B2 U2 D' R2 U' L2 U R2 D2 F2 U ,1187
10.74,L2 B' D2 R L' B' U' F U2 D F2 L' U2 R U2 F2 R B2 D2 R2 ,1188
10.74,U2 F2 L2 B2 R' B2 R' U2 L2 R2 B' R F U F L2 F' D' R' D' U' ,1189
10.74,D' F2 D2 L2 B2 D2 R2 U F2 D L' U F' D2 R F' L D B' D' ,1190
10.75,D' R2 F2 R2 U' L2 R2 U2 B2 L U2 F' L' B2 L R D' B2 U' F' ,1191
10.75,R2 U F2 U F2 U L2 U B D2 B D' F U2 R F2 U B2 U2 ,1192
10.75,U2 F R2 B U2 B' L2 R2 D2 B' R' B' R' D F U' R2 D' L F2 ,1193
10.75,R2 U2 R F' U' L2 F2 B D' B R' B2 L' U2 L' B2 R D2 ,1194
10.75,R D2 U2 R2 U2 R2 B2 R' F2 R2 U' F' U B' U' R' D F2 L U2 ,1195
10.75,B' L2 B L2 F' L2 R2 D2 F' L2 U2 L U' L R2 F' D' L' B ,1196
10.75,U2 R2 B2 D' R2 U' L B' L B R2 F L2 F' L U R2 ,1197
10.76,B' U2 L2 B' F R2 U2 B2 U2 F D B' F D' F2 R D' B2 L' F' ,1198
10.76,"R++ D-- R++ D-- R++ D++ R-- D-- R++ D-- U'
R++ D-- R-- D++ R-- D++ R++ D-- R-- D-- U'
R-- D++ R++ D++ R-- D++ R-- D++ R++ D++ U 
R++ D++ R++ D++ R-- D++ R++ D-- R++ D++ U 
R-- D++ R-- D++ R-- D-- R++ D-- R++ D-- U'
R-- D-- R++ D++ R-- D-- R++ D++ R++ D++ U 
R++ D-- R-- D-- R-- D-- R-- D-- R-- D-- U'",1199
10.76,F U2 D L' D2 B2 L' D2 L F D' F2 D' R2 U' F2 D' F2 ,1200
10.76,D2 R B2 R' B2 U2 L' R U2 B2 U F' L R' B R F2 U' L B2 ,1201
10.76,F2 D' L2 U2 F2 R2 F2 D L2 D2 F2 L B F D L R2 U L' F2 L' ,1202
10.76,R' F D L2 F2 L2 F' L2 B' D' R F2 B2 U2 F2 B2 R2 B2 D2 ,1203
10.76,L2 U2 B' D2 F' R2 F L2 B F2 L2 R F L' R' B2 L B R D F ,1204
10.76,L2 F D2 B' R2 D2 U2 F L2 B2 D' L' R2 D L' B R B2 F2 D ,1205
10.76,U' R D' F2 D L B' D F R2 F2 L F2 B2 U2 R2 D2 L U2 R2 ,1206
10.76,R2 F' L2 B' F2 D2 F D F D' R D L2 B D2 L' B2 U ,1207
10.76,D2 R2 D2 U2 B2 U2 R2 B' R2 D' F R' U L F2 U2 R' B' ,1208
10.76,U2 D L F' L2 D' R L2 F U2 R2 F2 L2 D R2 L2 U R2 D ,1209
10.76,R' F2 B' R' F2 R2 U R D2 F' L2 F2 R2 D B2 U B2 D2 F2 U ,1210
10.76,L2 U' L2 D' B2 U F2 U B' F U' B' F R2 U F U' F2 ,1211
10.76,B2 L2 R2 D2 R2 U L2 D U' B' L2 U' F D' F R' F2 R2 F' R ,1212
10.76,B2 F L2 F L2 R2 U2 B' L' D' B2 L R B U2 R2 B L2 R ,1213
10.77,B2 L2 U2 F R2 D2 F U2 B' F' L U' R2 F' L' D B' F R2 U2 ,1214
10.77,D R F2 U' F D' R' B' U R L2 B2 R U2 B2 D2 R2 F2 D2 R ,1215
10.77,F2 U2 F' R F D' B' U F' B' R' B2 U2 F2 B2 L' B2 L F2 ,1216
10.77,U2 L' D2 L2 B2 R B2 R U' B D2 L2 B' D' B F2 R2 B2 U ,1217
10.77,B L2 B U2 R2 D2 B2 R2 B' R D2 F L D U2 F2 L' D2 F' R ,1218
10.78,L' B' D' F' D L B' U' F2 U' B' L2 U2 L2 F L2 F2 B L2 F2 ,1219
10.78,F2 U2 R2 D2 U2 B2 R B2 U2 B R' U F U' F' U B F R' F2 ,1220
10.78,D L' F2 R D B2 L' U' B U2 R F2 R B2 L' B2 R L2 B2 ,1221
10.78,L2 B F2 R2 D2 F D2 B D2 F' D L U2 F D U' L' U2 R' U' R' ,1222
10.78,D2 L2 U2 B2 U2 L D2 F2 R2 F2 U2 B' D B L R' D' B' R B R' ,1223
10.78,F2 R2 B' D' F D' R U R2 U' D2 F' B' U2 F L2 U2 L2 F' ,1224
10.78,U2 F2 U' F' D R L B2 R2 U D2 F2 R' B2 L' U2 D2 F2 R' F2 ,1225
10.78,F' D2 F L2 F' U2 F2 R2 F' D2 B R D' L D U2 L' D B' U2 L2 ,1226
10.78,F2 L2 U2 B2 R2 F2 D' L2 F L' B' R B F2 D2 U' F' U' B' ,1227
10.78,F' B2 R' F2 U2 R D2 R U2 F' L2 U' R2 L2 D' F2 D B2 D B2 ,1228
10.78,F2 L2 B2 D R2 F2 U' B2 U' B' D' L' B' L2 F' U' B2 D R B' ,1229
10.78,D2 R' B2 L' F2 D2 B2 F2 R U2 L2 F' R' U' L R2 D L2 F U2 L2 ,1230
10.78,U R F2 B U' R2 U' L' U R2 F' U2 F2 U2 L2 U2 R2 B2 U2 B2 ,1231
10.78,D2 R U' R' F2 R F' U2 F2 L2 F2 U2 L D2 R D2 R2 ,1232
10.78,U2 L D2 F2 D2 R2 D2 R B' D L' R' F R2 B U L' D' B' ,1233
10.78,B' D L2 U' R' F' U' R2 D R' U2 B2 L' U2 B2 L U2 F2 B2 ,1234
10.78,B2 U2 L2 D2 B' L2 F2 U2 L2 B U L F' R2 F2 L' F2 D L2 B ,1235
10.79,F' R2 B2 R L D' B' R2 D F2 D2 R' F2 R2 L U2 D2 R' D2 B2 ,1236
10.79,D2 B2 R' B2 L R2 U2 R2 U' L F2 L F' R2 F' D' B' U B ,1237
10.79,B2 U2 R2 F' L2 B2 U2 F D2 L2 D R' U F2 U2 B L' F2 R2 D2 B ,1238
10.79,B' D' L D2 B2 D2 F L B R' B2 U' F2 U F2 L2 U2 L2 D F2 D ,1239
10.79,U' L2 F2 D2 B2 U' L2 D2 B2 U B' D2 U2 B2 D' R B2 D2 R ,1240
10.79,R F2 B D R F R' U F' B L U' R2 U' B2 U2 D' R2 L2 U' ,1241
10.79,R2 U2 R2 F2 R2 B2 R' U2 B' F' U' L' B2 L2 F' D' U B' ,1242
10.79,R' U2 R' B' D2 L' B U' L F' U R2 U F2 U2 D B2 D' ,1243
10.8,B' U2 R2 U2 F2 R2 F U2 F R F' D' R D' F' U2 L2 R B ,1244
10.8,U B2 R2 D F2 L2 B2 D B2 D' R D' B L' R' B2 L' U R ,1245
10.8,F' R L' F D' F' R L' F R L U2 R D2 R U2 F2 R' D2 R2 ,1246
10.8,U2 B' R2 B2 U2 D F' L D2 F U2 B2 D2 F2 D' L2 B2 D' R2 ,1247
10.8,R2 U2 L B2 D2 L' B2 U2 R' D2 R2 U' R' B D U2 L2 U F' U' B ,1248
10.8,B2 D2 U2 B' U2 R2 B L2 F U' L U' R B D2 B' L B U F' ,1249
10.8,U2 R D' L' B' L' U L' D2 B' U2 L2 U R2 F2 U2 F2 U' B2 D ,1250
10.8,D2 B' D2 F2 R2 F2 R2 F' L' D2 U2 R B U R2 U' F R2 U2 ,1251
10.8,D' F2 L2 D U2 F2 U' R' F' D' F2 R2 B' R F L B' F ,1252
10.81,B2 U2 L B2 L F2 L' D2 R2 B F2 D U L2 B2 F D2 U L R' ,1253
10.81,F2 B U' B2 U' L' U' F' U' L' B' U D2 F2 U2 D F2 L2 ,1254
10.81,B' L2 B U2 L2 D2 R2 B2 U2 F U' R D2 U R' D R2 F2 L R' ,1255
10.81,F' D2 B F2 L2 F2 D2 L2 R' B' R U2 B' U R2 D L F D' ,1256
10.81,D2 R U F R' B2 R2 D R U F' L2 F D2 F2 D2 B D2 B' D2 ,1257
10.81,D2 F' R2 F' R2 B D2 B D2 F U' B R' D2 R D2 R D' B D' ,1258
10.81,B2 D2 F2 U F2 R2 D2 B2 L2 F' U2 B R' B2 D' U' L' U2 L' R' ,1259
10.81,F2 U L' F L' B D F2 D' L F' U2 D2 F2 D2 F U2 R2 B' ,1260
10.81,F2 U R2 D2 F2 U2 B2 U L2 R2 U B D2 L D' L R' D L2 ,1261
10.81,R' L2 F U' R U' L' F D' L' D' L2 D2 L2 F2 U' F2 U R2 F2 ,1262
10.81,U' F2 D L2 D' R2 U B2 F2 L2 D' B R' D U2 F' L' R U' F ,1263
10.81,L F2 R2 D2 R' F2 L2 U2 L' U' L' D' U F' U2 R F2 U' B L ,1264
10.81,U L' B' R' D' L2 B' U' D' F' L2 U B2 L2 U L2 B2 D' L2 U ,1265
10.81,L2 B2 R U2 L' F2 U2 R' D B' R' F2 R2 U L' B U L2 R ,1266
10.81,L U2 L F2 U2 B2 D2 R' U2 F L D2 B D' L2 D B' D2 U' ,1267
10.81,D L2 D2 F2 L2 D B2 L2 B2 L F2 U' B' R' D2 L U' B F2 ,1268
10.81,U R' F2 R2 L U F' B L' U B R2 U2 D2 F2 R2 F' U2 F ,1269
10.81,R' B2 F2 R U2 R F2 L' F2 D' R' U' L D L' F D2 U' B2 ,1270
10.81,U R F R' L U' D F2 U' F' L D2 L' F2 R U2 B2 L2 ,1271
10.81,U' D L D' F R U2 L2 F' U L2 B2 R2 L2 B' L2 D2 L2 U2 ,1272
10.81,D2 R' U' B R F' R D' L2 B D2 L U2 F2 U2 R L F2 B2 ,1273
10.81,D2 F U2 B2 D2 L2 F2 U2 F U2 F' D' B' R U L B L D U2 L ,1274
10.81,U2 B2 D2 U2 R' U2 L2 B2 R2 F2 R2 B' D L' D2 R' U' R B2 ,1275
10.81,D2 B2 R F U2 F L' U R' F' U2 R2 L F2 R F2 U2 R ,1276
10.81,U2 L2 B2 R' B2 R2 D2 R D2 R' F' U2 L' U L' R F D' B' F ,1277
10.82,F2 D2 B U D R' D R' F R B2 D2 L' U2 L U2 D2 L2 D2 ,1278
10.82,L R D2 F2 L F2 L2 F2 D2 U B' R2 D2 F' U' R' D L F' L2 ,1279
10.82,D B2 F2 D F2 D' F2 U' L D' L F' D L F2 U' F2 U B ,1280
10.82,L2 U L2 U R2 U2 R2 B2 D2 F' U' L' R' B' U' R2 U' R D2 R' ,1281
10.82,U F B2 U R D' L B R2 B' D F2 D2 R2 F2 B D2 F U2 ,1282
10.82,U R B2 L D R2 F2 L B' U' D2 L U2 R B2 R2 L' U2 R' U2 ,1283
10.82,F R2 D2 B F L2 R2 B U F U R B2 D L2 D2 B U' R' ,1284
10.82,B' D2 R2 F U2 B2 U2 B2 L' D' L2 R U L' U F' D' R ,1285
10.82,D2 B' D2 B2 F L2 F' D2 F' L U R2 U B F L2 U' F' U B2 ,1286
10.82,B U2 R2 B' L2 F' L2 D2 F U2 R D L' U' F' U' F2 U' L U R' ,1287
10.82,U2 F2 U2 B L2 R2 F' R2 B2 D2 U R B L2 R B' U2 F R' D2 ,1288
10.83,B2 R2 U B2 F2 D' L2 R2 B' F' R2 D' F D L F2 U' F D2 ,1289
10.83,B2 F D2 F2 L2 F2 R2 B' D2 R B2 U L' B R B D U R2 ,1290
10.83,D U2 F2 U L2 R2 U B2 L2 B2 L2 R F2 R B D' F' U2 R' B U ,1291
10.83,U D L F' U' R2 L B L F U' L2 D R2 D' B2 U2 B2 D' F2 U ,1292
10.83,R2 U L2 U F2 U R2 U F2 R2 U' R' F D2 L2 F' D2 F2 R F' ,1293
10.83,F2 R2 U R2 D U2 B2 U2 L B' R' F2 L U R F D2 L B2 ,1294
10.83,U2 B' F' D2 U2 L2 D2 B' L2 D' L' D2 U' B2 F2 R B' F2 L B2 ,1295
10.83,F2 D2 L' R2 B2 D2 B2 U2 R' D F' U B2 R' D U2 L F2 L2 ,1296
10.83,U L2 F2 D' F2 D R2 U2 B2 U' F D L' B' F D F' R' U2 R ,1297
10.83,F' U2 L2 D2 B L2 F D2 L2 F D R B L U' L F2 R2 F2 ,1298
10.83,U2 B D2 L2 D2 R2 B' L U' R U R F L' U' B' D' U' ,1299
10.83,R2 F R' F2 L2 U B' L2 B' U R2 L2 F2 L2 D' L2 D ,1300
10.83,B' R F2 D L2 U2 B' R2 B U' R2 B2 D2 B2 L U2 R2 L D2 L' ,1301
10.83,U2 L2 F' R2 F U2 L2 B2 R2 U R' B R2 U' F2 D2 U2 L' D B ,1302
10.83,L D2 F2 R2 F2 L' U2 L F2 U2 F D L D L' U' F' R2 B2 ,1303
